,labels,content_clean,mapping
267,0,have you heard ‘wavy bassline mix  halloween special ’ by the skank bank on  soundcloud?  np ,not-hate
268,0,"   what the hell is this?  is this part of the healthy conversation you were just preaching to us about?  she is our first lady, like it or not.  she is also an immigrant, a mother and daughter, and fuck you for allowing this. ht ",not-hate
269,0,of i want to scream ppl that stupid! cube is the shitty company? cube is cancelled?? no. edawn and hyuna went against rules.ofc cube pissed because they did not even listen to them?? what are you thinking? sm jyp yg.. all of them will do same. just shut the fuck up anymore. ,not-hate
270,1,fucking take that stupid bitch filthy who are nobody will love you fuck you idgaf if  your pregnant ill kill you go ahead call the cops nobody wi ,hate
271,0,"the dr.ron paul!  makelibertywin  yalcon2018  presidentpaul  endthefed  sendthemhome  liberty @ reston, virginia ",not-hate
272,0,"wow, trump just did it  tweets video exposing dem obama hillary immigration hypocrisy ",not-hate
273,1, war torn? most so called refugees come from safe countries! moron! fuckeu  leaveeu  sendthemback it is the only option to save europe ,hate
274,0,  these weak little men cannot abide women who... are alive? this is today's  too emotional to think. hysterical! ,not-hate
275,0,dutch prisons are so empty they are being turned into homes for refugees via  ,not-hate
276,0,it must suck to not be me ,not-hate
277,1,"it appears the left is out of control in germany as well, son murder and he is the bad guy, they are crazy for sure    buildthewall  lockthemup  enddaca  boycottnfl  boycottnike enough already ",hate
278,1,bitch mad because i nutted quick... first of all yo pussy just good so be happy ,hate
279,1,"how about a gofundme for a few hundred million dollars, to build a wall along the border side of this farm?  buildthewall  buildthatwall  buildthedamnwall ",hate
280,1,"  lower taxes, raise the tfsa, stop immigration, end white genocide as government policysome basic truths   access to white people is not a human righthttps   t.co dimpwggsvz ",hate
281,1,  come on woman do your job right  womensuck ,hate
282,0,"2017ðÿ‘‰should eu take migrants from  italy when they already sent 100,000+to roam europe.all for  bt “migrant sharing” a nonsense and plays into hands of brussels, which seeks to commit eu to mass migration. visegrad  ",not-hate
283,1,"he is the new enemy  h.kickl, minister of interior  of the left comunistic socialist green groups which make business with refugees. he will do everything to bring refugees out of austria, this disturb the business. ",hate
284,0," bordersecurity  borderpatrol  immigration  undocumented  aliens presidenttrump has signed an executive order ending  catchandrelease.  this is a huge, catch and release has been a... ",not-hate
285,0,frustration and heartbreak as migrant parents look for kids ,not-hate
286,1, immigrants  racist  trump ,hate
287,0,aw smiling face with heart eyesface blowing a kiss i owe you a mustache ride! ,not-hate
288,0,russian immigrant seeks democratic nod for alaska house seat  from  by ⁦@beckybohrerap⁩ ⁦@mthiessen⁩  ,not-hate
289,1, beware usa + europe from illigal immigration ! ,hate
290,0,when you are tryna sneak out their crib quietly in the middle of the night ,not-hate
291,1,stop tweeting about your boyfriend. no one gives a shit. and you are going to break up in a month anyway  womensuck ,hate
292,0,young people taking care of business.  ,not-hate
293,1, the real   bho and holder also killed  officer brian terry with his  fastandfurious debacle. many others died because of your negligence?? buildthewall deportthemall  nodaca  noamnesty  noworkforewi ,hate
294,0, thank you for liking my 'not all men' tweet by the way ,not-hate
295,0, another incident in germany will it be a drunk driver or another angry immigrant with issues innocent to proven guilty there is so much goodwill before it becomes salt in the wounds of a giving nation ,not-hate
296,0,   women are offended by his porn and rape essay stating “a woman enjoys interc… ,not-hate
297,1,you got to throw glitter after that. bitch pussy must be serious. ,hate
298,1,  this old bitch needs to go out to pasture! dig a hole too racist ,hate
299,0,large areas have been evacuated and people were moved to shelters to wait for the waters to subside. ,not-hate
300,0,I am at the plaza roberto maestas on beacon hill with  to stand with people of color and immigrant communities as a collective voice of engaged voters. watch live on facebook   ,not-hate
301,0,"as the european union gives political cover to italy and other states blocking and threatening charities rescuing refugees and migrants escaping libya, death rate soars to staggering 1 in 7 ",not-hate
302,1, 'oh said a bitch who lost everything. you who are.' ,hate
303,1,was getting elbowed by a triple chinned cunt with nails like a woman ont train let a smelly fart out before moving… ,hate
304,0, ice  illegalaliens  border  immigration  bringbackourborders oakland mayor  libbyschaaf warned everyone in... ,not-hate
305,1,my neighbor is such a cunt i hope someone murders that stupid bitch. preferably tortures her first as well ,hate
306,0,trump is correct he just said it the wrong way should the queen head of the british commonwealth just tell the shitty nations to buzz off certainly not but would the uk people vote to end the commonwealth l think yes less pressure on nhs housing etc brexit no to immigration ,not-hate
307,1,angel families hold rally to combat illegal immigration.  deportthemall  noamnesty  nodaca ,hate
308,1,why do women use them being on their period as a excuse to be a cunt? you had it since you were 13 you can not control yourself? ,hate
309,0,"while  forestfires are terrifying and tragic, should the fed. gov. grant  california assistance with which to fight them while it thumbs its nose at the rest of the country by protecting illegal immigrant criminals?  has not cali been denying federal jurisdiction over its land?  ",not-hate
310,1,do not fucking toy with me  womensuck ,hate
311,0,     so you can not stand your own kind either you got to breed with something else. ,not-hate
312,1,criminals not immigrants! let us call them who they are if they did not come in our america legally ! they get no amnesty for breaking the american law.          ,hate
313,1, lmaoo you pussy. what those emojis mean?! ,hate
314,1,  agree with your idea to use the army to build the wall! do it!  buildthatwall  buildthewall ,hate
315,1,over 62 million people voted for  b c of policies clearly stated at dozens of rallies.  buildthatwall  taxcutreformbill  eliminateregulations  constitutionalistsonscotus  americafirsttradepolicy  endgovermentwaste  reformtheva  destroyisis keeping promices  maga ,hate
316,0,me after the walking dead season finale ,not-hate
317,0,"int’l, 1st  and 2nd gen immigrant students make up an average of 30  of undergrads in you.s.  miriam feldblum, executive director, presidents’ alliance on higher ed and immigration ⁦@aracelihlaroche⁩ ⁦@megitasmith⁩ ⁦@nmvalenzuela⁩ ",not-hate
318,0,when your friend moves away to be with someone... ,not-hate
319,0,no one gives less fucks than a pitcher that intentionally hits a man holding a bat with a baseball ,not-hate
320,0,watch my snap story tonight it will be all over it smiling face with halo ,not-hate
